CUSTOMER,SERIES_NAME,SKUNO,SN,STATION,FAILURE_SYMPTOM,LOCATION,FAIL_TIME,CHECKIN_TIME,ERROR_CODE,ROOT_CAUSE_DESC,ACTIONDESC,REPAIR_TIME,REPARIR_REWORK_COUNT
JUNIPER,Juniper-Configurable System MA-FVN,750-055992,EAAK0425,PICTEST,Board Online (CMWRRAP/DBG),U2000,17/08/2024 15:41,26/08/2024 16:39,E206,Defect Component,ActionCode SN FJZ,11/09/2024 14:40,2
JUNIPER,Juniper-Configurable System MA-FVN,750-045715,EAAK1872,FPCTEST,Board Online (CMWRRAP/DBG),C8070,10/09/2024 22:46,16/09/2024 22:10,E206,Defect Component,ActionCode SN FJZ,16/09/2024 22:14,8
JUNIPER,Juniper-Configurable System MA-FVN,750-070395,EAAK8052,BFT2,Board Online (CMWRRAP/DBG),J3491,05/09/2024 22:13,12/09/2024 1:10,E304,Open Solder,ActionCode SN FJZ,12/09/2024 1:11,5
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EAAL1321,FPCTEST,Board Online (CMWRRAP/DBG),U13220,22/09/2024 5:02,22/09/2024 17:26,E206,Defect Component,ActionCode SN FJZ,22/09/2024 17:29,2
JUNIPER,Juniper-Configurable System MA-FVN,750-061489,EAAL7162,FPCTEST,Board Online (CMWRRAP/DBG),U805,18/09/2024 4:34,24/09/2024 16:38,E206,Defect Component,ActionCode SN FJZ,24/09/2024 16:43,1
JUNIPER,Juniper-Configurable System MA-FVN,750-054758,EAAM2463,RE_FCT,Board Online (CMWRRAP/DBG),U6,14/09/2024 16:57,14/09/2024 22:14,E206,Defect Component,ActionCode SN FJZ,14/09/2024 22:29,4
JUNIPER,Juniper-Configurable System MA-FVN,750-054678,EAAM6142,RIT,Board Online (CMWRRAP/DBG),J6101,05/09/2024 22:11,19/09/2024 13:16,E962,Foreign Material,Clean out,23/09/2024 13:49,4
JUNIPER,Juniper-Configurable System MA-FVN,750-077330,EAAN4946,PICTEST,Board Online (CMWRRAP/DBG),J11,25/08/2024 9:15,13/09/2024 9:27,E205,Damaged Component,ActionCode SN FJZ,13/09/2024 9:30,2
JUNIPER,Juniper-Configurable System MA-FVN,750-062242,EAAP4423,FPCTEST,Board Online (CMWRRAP/DBG),R90110,29/08/2024 16:08,29/08/2024 17:37,E205,Damaged Component,ActionCode SN FJZ,04/09/2024 8:23,4
JUNIPER,Juniper-Configurable System MA-FVN,750-077330,EAAR9808,PICTEST,Board Online (CMWRRAP/DBG),U1500,25/08/2024 9:15,06/09/2024 15:10,E206,Defect Component,ActionCode SN FJZ,06/09/2024 15:13,2
JUNIPER,Juniper-Configurable System MA-FVN,750-077330,EAAV7092,PICTEST,Board Online (CMWRRAP/DBG),J13,25/08/2024 9:14,16/09/2024 13:17,E205,Damaged Component,ActionCode SN FJZ,16/09/2024 13:19,2
JUNIPER,Juniper-Configurable System MA-FVN,750-070395,EAAV9244,BFT2,Board Online (CMWRRAP/DBG),U47800,28/08/2024 14:46,19/09/2024 22:09,E206,Defect Component,ActionCode SN FJZ,19/09/2024 22:11,8
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EAAZ1228,SLT,Board Online (CMWRRAP/DBG),U18101,13/09/2024 4:52,13/09/2024 8:12,E206,Defect Component,ActionCode SN FJZ,18/09/2024 9:34,4
JUNIPER,Juniper-Configurable System MA-FVN,750-070395,EBAS5141,BIOS_CHECK,Board Online (CMWRRAP/DBG),BIOS-CHECK,29/08/2024 15:36,01/09/2024 15:03,E803,Programmable part content error,Reprogram,01/09/2024 15:05,3
JUNIPER,Juniper-Configurable System MA-FVN,750-072923,EBBD9349,RE_FCT,Board Online (CMWRRAP/DBG),CPU,11/09/2024 9:40,12/09/2024 14:40,E128,Contact Abnormal,Reassemble,12/09/2024 14:41,1
JUNIPER,Juniper-Configurable System MA-FVN,750-072923,EBBD9385,RE_FCT,Board Online (CMWRRAP/DBG),J1,11/09/2024 9:40,11/09/2024 14:47,E962,Foreign Material,Clean out,11/09/2024 15:45,1
JUNIPER,Juniper-Configurable System MA-FVN,750-086583,EBBF3331,BFT1,Board Online (CMWRRAP/DBG),U12,11/09/2024 3:39,14/09/2024 22:07,E206,Defect Component,Replace component,14/09/2024 22:08,2
JUNIPER,Juniper-Configurable System MA-FVN,750-073160,EBBF7604,RE_FCT,Board Online (CMWRRAP/DBG),RE BOARD,10/09/2024 1:03,10/09/2024 7:54,E803,Programmable part content error,Reprogram,13/09/2024 13:20,2
JUNIPER,Juniper-Configurable System MA-FVN,750-065925,EBBG2405,FPCTEST,Board Online (CMWRRAP/DBG),MEZZ,13/08/2024 9:55,14/08/2024 14:05,E128,Contact Abnormal,Reassemble,05/09/2024 8:25,1
JUNIPER,Juniper-Configurable System MA-FVN,750-063459,EBBG7501,PICTEST,Board Online (CMWRRAP/DBG),U301,13/08/2024 20:33,14/08/2024 14:06,E206,Defect Component,ActionCode SN FJZ,11/09/2024 13:27,1
JUNIPER,Juniper-Configurable System MA-FVN,750-070395,EBBG8748,BFT2,Board Online (CMWRRAP/DBG),U70001,23/08/2024 21:18,19/09/2024 22:51,E206,Defect Component,Replace component,19/09/2024 22:55,3
JUNIPER,Juniper-Configurable System MA-FVN,750-054758,EBBH0349,RE_FCT,Board Online (CMWRRAP/DBG),SSD1,31/08/2024 9:26,07/09/2024 7:56,E128,Contact Abnormal,Reassemble,07/09/2024 13:34,1
JUNIPER,Juniper-Configurable System MA-FVN,750-054758,EBBH0390,RE_FCT,Board Online (CMWRRAP/DBG),,05/09/2024 22:15,07/09/2024 7:56,E218,NTF,Send out to repair,07/09/2024 10:00,2
JUNIPER,Juniper-Configurable System MA-FVN,750-072925,EBBH0876,RE_FCT,Board Online (CMWRRAP/DBG),SSD SN-1,14/09/2024 22:14,17/09/2024 13:28,E206,Defect Component,Replace component,19/09/2024 8:12,1
JUNIPER,Juniper-Configurable System MA-FVN,750-166104,EBBH3474,BFT2,Board Online (CMWRRAP/DBG),/,07/09/2024 9:55,10/09/2024 13:23,E218,NTF,NTF,10/09/2024 13:26,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EBBH5368,RIT,Board Online (CMWRRAP/DBG),U65011,19/08/2024 17:02,09/09/2024 22:21,E206,Defect Component,Replace component,09/09/2024 22:23,1
JUNIPER,Juniper-Configurable System MA-FVN,750-054563,EBBH5597,FPCTEST,Board Online (CMWRRAP/DBG),U10000,14/08/2024 17:09,09/09/2024 17:33,E206,Defect Component,Replace component,09/09/2024 17:37,1
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EBBH6521,FPCTEST,Board Online (CMWRRAP/DBG),L50001,28/08/2024 8:58,10/09/2024 22:00,E304,Open Solder,Resolder,10/09/2024 22:02,2
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EBBH6884,BFT1,Board Online (CMWRRAP/DBG),D50,22/08/2024 21:16,05/09/2024 9:41,E211,Wrong polarity,Correct Component Orientation,05/09/2024 13:48,1
JUNIPER,Juniper-Configurable System MA-FVN,750-072925,EBBH8155,RE_FCT,Board Online (CMWRRAP/DBG),CPU,26/08/2024 5:39,04/09/2024 13:44,E962,Foreign Material,Clean out,04/09/2024 14:20,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBH8730,FPCTEST,Board Online (CMWRRAP/DBG),U9201,05/09/2024 9:31,14/09/2024 14:42,E206,Defect Component,Replace component,14/09/2024 14:45,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBH8734,FPCTEST,Board Online (CMWRRAP/DBG),U9601,05/09/2024 14:00,12/09/2024 14:14,E206,Defect Component,Replace component,13/09/2024 13:27,1
JUNIPER,Juniper-Configurable System MA-FVN,750-063183,EBBH8985,FPCTEST,Board Online (CMWRRAP/DBG),U3002,30/08/2024 16:06,30/08/2024 16:20,E206,Defect Component,Replace component,09/09/2024 21:22,4
JUNIPER,Juniper-Configurable System MA-FVN,750-063183,EBBH8985,FPCTEST,Board Online (CMWRRAP/DBG),,10/09/2024 20:19,10/09/2024 20:41,E891,NTF,Send out to repair,10/09/2024 21:57,4
JUNIPER,Juniper-Configurable System MA-FVN,750-054563,EBBH9213,FPCTEST,Board Online (CMWRRAP/DBG),U7000,06/09/2024 22:42,13/09/2024 11:00,E206,Defect Component,ActionCode SN FJZ,13/09/2024 11:06,1
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EBBH9706,BFT2,Board Online (CMWRRAP/DBG),R4202,29/08/2024 8:55,10/09/2024 10:21,E304,Open Solder,Resolder,11/09/2024 9:59,1
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EBBH9752,BFT1,Board Online (CMWRRAP/DBG),R40,05/09/2024 10:27,07/09/2024 13:16,E304,Open Solder,Resolder,09/09/2024 10:58,2
JUNIPER,Juniper-Configurable System MA-FVN,750-072925,EBBJ0418,RE_FCT,Board Online (CMWRRAP/DBG),U3510,10/09/2024 2:10,10/09/2024 9:06,E304,Open Solder,Resolder,10/09/2024 17:33,2
JUNIPER,Juniper-Configurable System MA-FVN,750-072925,EBBJ0552,RE_FCT,Board Online (CMWRRAP/DBG),P2,10/09/2024 4:36,10/09/2024 9:06,E304,Open Solder,Resolder,10/09/2024 14:51,2
JUNIPER,Juniper-Configurable System MA-FVN,750-070395,EBBJ0608,BIOS_CHECK,Board Online (CMWRRAP/DBG),U1602,09/09/2024 22:18,09/09/2024 22:19,E803,Programmable part content error,Reprogram,09/09/2024 22:19,2
JUNIPER,Juniper-Configurable System MA-FVN,750-070395,EBBJ0637,BFT1,Board Online (CMWRRAP/DBG),U68701,08/09/2024 11:04,21/09/2024 3:09,E205,Damaged Component,Replace component,21/09/2024 3:10,2
JUNIPER,Juniper-Configurable System MA-FVN,750-072925,EBBJ2623,RE_FCT,Board Online (CMWRRAP/DBG),J2301,12/09/2024 17:46,13/09/2024 16:04,E304,Open Solder,Resolder,14/09/2024 15:34,2
JUNIPER,Juniper-Configurable System MA-FVN,750-072925,EBBJ2692,RE_FCT,Board Online (CMWRRAP/DBG),R110,18/09/2024 22:28,19/09/2024 9:22,E205,Damaged Component,Replace component,19/09/2024 15:56,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBJ3021,FPCTEST,Board Online (CMWRRAP/DBG),U8601,13/09/2024 22:55,18/09/2024 20:46,E206,Defect Component,Replace component,18/09/2024 20:50,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBJ3031,FPCTEST,Board Online (CMWRRAP/DBG),J6301,16/09/2024 23:24,17/09/2024 21:35,E206,Defect Component,Replace component,17/09/2024 21:36,2
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBJ3045,RIT,Board Online (CMWRRAP/DBG),J6003,13/09/2024 15:32,14/09/2024 10:16,E902,Assembly Gap,Reassemble,18/09/2024 14:35,2
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBJ3073,RIT,Board Online (CMWRRAP/DBG),J4601,14/09/2024 21:26,17/09/2024 6:40,E214,Bent Pin,Fix Bent pin,17/09/2024 22:53,2
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBJ3073,RIT,Board Online (CMWRRAP/DBG),U8401,20/09/2024 21:09,23/09/2024 19:46,E206,Defect Component,Replace component,23/09/2024 19:49,2
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EBBJ3904,BFT1,Board Online (CMWRRAP/DBG),J78,18/09/2024 17:25,19/09/2024 16:11,E214,Bent Pin,Resolder,21/09/2024 15:28,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EBBJ4135,FPCTEST,Board Online (CMWRRAP/DBG),J900,20/09/2024 21:08,21/09/2024 1:23,E902,Assembly Gap,Reassemble,21/09/2024 1:24,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EBBJ4195,FPCTEST,Board Online (CMWRRAP/DBG),U34001,16/09/2024 16:16,16/09/2024 20:08,E206,Defect Component,Replace component,17/09/2024 4:12,2
JUNIPER,Juniper-Configurable System MA-FVN,750-063184,EBBJ4977,FPCTEST,Board Online (CMWRRAP/DBG),U90019,17/09/2024 21:56,24/09/2024 22:47,E206,Defect Component,Replace component,24/09/2024 22:48,2
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EBBJ4979,FPCTEST,Board Online (CMWRRAP/DBG),U14,20/09/2024 7:03,24/09/2024 20:59,E802,Programmable Part Blank,Reprogram,24/09/2024 21:00,1
JUNIPER,Juniper-Configurable System MA-FVN,750-148015,EBBJ5041,BFT1,Board Online (CMWRRAP/DBG),/,24/09/2024 10:14,24/09/2024 10:19,E802,Programmable Part Blank,Reprogram,24/09/2024 10:21,1
JUNIPER,Juniper-Configurable System MA-FVN,750-148015,EBBJ5061,BFT2,Board Online (CMWRRAP/DBG),BT501,19/09/2024 15:23,20/09/2024 11:07,E204,Missing Component,Reassemble,20/09/2024 13:10,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EBBJ5144,FPCTEST,Board Online (CMWRRAP/DBG),J21,20/09/2024 21:45,22/09/2024 21:24,E902,Assembly Gap,Reassemble,22/09/2024 21:28,2
JUNIPER,Juniper-Configurable System MA-FVN,750-054563,EBBJ5650,FPCTEST,Board Online (CMWRRAP/DBG),J200,24/09/2024 2:07,24/09/2024 3:43,E128,Contact Abnormal,Reassemble,24/09/2024 3:46,1
JUNIPER,Juniper-Configurable System MA-FVN,750-149789,JN5EFD26AACA,BFT1,Board Online (CMWRRAP/DBG),J52001,31/08/2024 22:38,14/09/2024 8:31,E304,Open Solder,Resolder,14/09/2024 8:35,2
JUNIPER,Juniper-Configurable System MA-FVN,750-149789,JN5EFD551ACA,SLT,Board Online (CMWRRAP/DBG),J11,19/09/2024 5:23,19/09/2024 13:02,E407,Pin Gap,Correct Misalignment/Tilted Component,19/09/2024 13:44,1
JUNIPER,Juniper-Configurable System MA-FVN,750-149789,JN5EFD57EACA,BFT1,Board Online (CMWRRAP/DBG),U1,18/09/2024 22:29,20/09/2024 11:08,E206,Defect Component,Replace component,23/09/2024 10:19,1
JUNIPER,Juniper-Configurable System MA-FVN,750-149789,JN5EFECFCACA,BFT1,Board Online (CMWRRAP/DBG),J705,14/09/2024 22:13,14/09/2024 22:14,E902,Assembly Gap,Reassemble,16/09/2024 11:25,1
JUNIPER,Juniper-Configurable System MA-FVN,750-149789,JN5EFF96AACA,BFT1,Board Online (CMWRRAP/DBG),J52001,04/09/2024 11:09,05/09/2024 10:46,E214,Bent Pin,Replace component,05/09/2024 11:12,1
JUNIPER,Juniper-Configurable System MA-FVN,760-040242,ABDZ8114,SAT,Board not online (No test log),,24/06/2024 3:50,24/06/2024 3:59,E891,NTF,Send out to repair,18/09/2024 14:08,1
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EAAA7950,FPCTEST,Board not online (No test log),U70030,04/05/2024 2:27,26/06/2024 10:49,E210,Co-planarity,Fix Bent pin,12/09/2024 15:49,11
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EAAA7954,SI_V2,Board not online (No test log),R70119,12/09/2024 14:47,12/09/2024 15:43,E206,Defect Component,ActionCode SN FJZ,14/09/2024 10:29,5
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EAAG0613,FPCTEST,Board not online (No test log),C7167,08/04/2024 9:20,08/04/2024 9:24,E205,Damaged Component,ActionCode SN FJZ,05/09/2024 17:14,8
JUNIPER,Juniper-Configurable System MA-FVN,750-063184,EAAH2269,FPCTEST,Board not online (No test log),,21/06/2024 10:03,21/06/2024 10:07,E891,NTF,Send out to repair,10/09/2024 16:29,2
JUNIPER,Juniper-Configurable System MA-FVN,760-044634,EAAJ0422,SAT,Board not online (No test log),U18,17/09/2024 22:32,19/09/2024 22:23,E206,Defect Component,ActionCode SN FJZ,19/09/2024 22:28,1
JUNIPER,Juniper-Configurable System MA-FVN,750-055992,EAAK0327,PICTEST,Board not online (No test log),SW200,12/09/2024 8:50,12/09/2024 9:13,E205,Damaged Component,ActionCode SN FJZ,13/09/2024 13:27,2
JUNIPER,Juniper-Configurable System MA-FVN,750-055992,EAAK9812,PICTEST,Board not online (No test log),J11,03/08/2024 16:06,04/08/2024 22:16,E128,Contact Abnormal,Reassemble,05/09/2024 16:36,2
JUNIPER,Juniper-Configurable System MA-FVN,750-055992,EAAK9867,PICTEST,Board not online (No test log),R4210,03/08/2024 2:16,04/08/2024 22:16,E304,Open Solder,Resolder,10/09/2024 8:30,2
JUNIPER,Juniper-Configurable System MA-FVN,750-065925,EAAL9970,FPCTEST,Board not online (No test log),U24012,11/08/2024 22:51,14/09/2024 10:47,E206,Defect Component,ActionCode SN FJZ,14/09/2024 10:56,2
JUNIPER,Juniper-Configurable System MA-FVN,750-099870,EAAM0019,SI_V2,Board not online (No test log),R41005,12/09/2024 15:03,12/09/2024 15:42,E304,Open Solder,ActionCode SN FJZ,12/09/2024 16:18,1
JUNIPER,Juniper-Configurable System MA-FVN,750-099870,EAAM0023,SI_V2,Board not online (No test log),E40002,12/09/2024 15:04,12/09/2024 15:42,E206,Defect Component,ActionCode SN FJZ,13/09/2024 15:56,1
JUNIPER,Juniper-Configurable System MA-FVN,750-099870,EAAM0051,SI_V2,Board not online (No test log),U20022,12/09/2024 15:06,12/09/2024 15:42,E206,Defect Component,ActionCode SN FJZ,13/09/2024 15:55,1
JUNIPER,Juniper-Configurable System MA-FVN,750-099870,EAAM0164,SI_V2,Board not online (No test log),C40036,12/09/2024 15:05,12/09/2024 15:42,E206,Defect Component,ActionCode SN FJZ,13/09/2024 15:50,1
JUNIPER,Juniper-Configurable System MA-FVN,750-099870,EAAM0186,SI_V2,Board not online (No test log),E20014,12/09/2024 14:52,12/09/2024 15:42,E205,Damaged Component,ActionCode SN FJZ,12/09/2024 16:37,1
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EAAM4363,FPCTEST,Board not online (No test log),U2001,05/03/2024 3:36,05/03/2024 3:40,E201,Misalignment Component,Correct Misalignment/Tilted Component,12/09/2024 15:46,3
JUNIPER,Juniper-Configurable System MA-FVN,750-045715,EAAM5976,FPCTEST,Board not online (No test log),U50014,17/05/2024 2:28,17/05/2024 4:11,E206,Defect Component,ActionCode SN FJZ,18/09/2024 17:04,10
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EAAN0081,FPCTEST,Board not online (No test log),C101640,05/09/2024 17:31,06/09/2024 9:47,E205,Damaged Component,ActionCode SN FJZ,07/09/2024 8:14,2
JUNIPER,Juniper-Configurable System MA-FVN,750-049846,EAAN0601,PICTEST,Board not online (No test log),U16,02/08/2024 10:40,02/08/2024 14:38,E206,Defect Component,ActionCode SN FJZ,05/09/2024 13:21,2
JUNIPER,Juniper-Configurable System MA-FVN,750-099870,EAAN5055,SI_V2,Board not online (No test log),U100136,12/09/2024 15:06,12/09/2024 15:42,E206,Defect Component,ActionCode SN FJZ,14/09/2024 14:38,1
JUNIPER,Juniper-Configurable System MA-FVN,750-099870,EAAN5087,SI_V2,Board not online (No test log),C41020,12/09/2024 15:03,12/09/2024 15:42,E205,Damaged Component,ActionCode SN FJZ,13/09/2024 15:36,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EAAN8050,FQC,Board not online (No test log),J12102,17/02/2024 11:14,17/02/2024 13:53,E206,Defect Component,ActionCode SN FJZ,13/09/2024 9:42,6
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EAAN8107,FPCTEST,Board not online (No test log),U40030,07/09/2024 12:16,09/09/2024 16:38,E804,Programmable part content is destroyed,Reprogram,10/09/2024 8:09,2
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EAAS9811,SI_V2,Board not online (No test log),U16801,17/02/2024 0:30,23/02/2024 13:28,E206,Defect Component,ActionCode SN FJZ,17/09/2024 9:56,2
JUNIPER,Juniper-Configurable System MA-FVN,750-073160,EAAV0352,RE_FCT,Board not online (No test log),,06/07/2024 12:13,06/07/2024 13:05,E890,Scrap,Send out to repair,07/09/2024 14:38,3
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EAAW1425,SI_V2,Board not online (No test log),L16303,17/02/2024 0:33,23/02/2024 13:34,E205,Damaged Component,ActionCode SN FJZ,13/09/2024 10:15,2
JUNIPER,Juniper-Configurable System MA-FVN,750-054563,EAAW6158,FPCTEST,Board not online (No test log),U20023,31/08/2024 22:27,31/08/2024 22:40,E206,Defect Component,ActionCode SN FJZ,05/09/2024 18:17,9
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EAAZ1228,SLT,Board not online (No test log),U16301,07/08/2024 20:11,08/08/2024 10:29,E206,Defect Component,ActionCode SN FJZ,07/09/2024 8:07,4
JUNIPER,Juniper-Configurable System MA-FVN,750-063184,EAAZ4541,FQC,Board not online (No test log),,19/02/2024 16:08,19/02/2024 16:35,E891,NTF,Send out to repair,10/09/2024 16:33,14
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EAAZ8976,FPCTEST,Board not online (No test log),U2013,31/07/2024 21:53,19/09/2024 23:20,E206,Defect Component,ActionCode SN FJZ,20/09/2024 2:41,4
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EAAZ9510,FPCTEST,Board not online (No test log),PCB,25/08/2024 15:12,25/08/2024 15:17,E507,PCB Delamination,Send out to repair,24/09/2024 8:26,5
JUNIPER,Juniper-Configurable System MA-FVN,750-086583,EBAE3709,BIOS_CHECK,Board not online (No test log),,31/08/2023 14:40,31/08/2023 14:54,E891,NTF,Send out to repair,24/09/2024 22:55,3
JUNIPER,Juniper-Configurable System MA-FVN,750-086583,EBAF3563,BFT1,Board not online (No test log),,29/09/2023 17:26,05/10/2023 15:05,E891,NTF,Send out to repair,25/09/2024 3:18,3
JUNIPER,Juniper-Configurable System MA-FVN,750-086583,EBAL2078,BFT1,Board not online (No test log),U84,20/08/2024 23:43,15/09/2024 21:59,E206,Defect Component,ActionCode SN FJZ,15/09/2024 22:02,4
JUNIPER,Juniper-Configurable System MA-FVN,750-070395,EBAS9788,BIOS_CHECK,Board not online (No test log),U1601,13/08/2024 15:09,13/08/2024 15:20,E803,Programmable part content error,Reprogram,04/09/2024 21:04,3
JUNIPER,Juniper-Configurable System MA-FVN,750-065925,EBAT4022,FPCTEST,Board not online (No test log),J5301,02/06/2024 3:17,02/06/2024 3:32,E509,Trace Open,Repair copper,06/09/2024 16:15,3
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EBAV3160,SI_V1,Board not online (No test log),U61,14/09/2024 15:35,17/09/2024 17:12,E206,Defect Component,Replace component,19/09/2024 14:48,1
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EBAX7523,FPCTEST,Board not online (No test log),U70004,13/09/2024 10:25,17/09/2024 14:53,E206,Defect Component,ActionCode SN FJZ,17/09/2024 15:08,1
JUNIPER,Juniper-Configurable System MA-FVN,750-073160,EBAY5774,RE_FCT2,Board not online (No test log),U7004,24/12/2023 4:54,24/12/2023 4:58,E206,Defect Component,Replace component,10/09/2024 13:51,3
JUNIPER,Juniper-Configurable System MA-FVN,750-136059,EBBB9885,FPCTEST,Board not online (No test log),U80001,31/08/2024 2:25,06/09/2024 22:16,E206,Defect Component,Replace component,06/09/2024 22:19,3
JUNIPER,Juniper-Configurable System MA-FVN,760-059208,EBBD4394,SAT,Board not online (No test log),D66,12/09/2024 15:45,12/09/2024 15:45,E206,Defect Component,Replace component,12/09/2024 15:51,1
JUNIPER,Juniper-Configurable System MA-FVN,750-070866,EBBE7624,BFT1,Board not online (No test log),E9006,04/06/2024 2:16,04/06/2024 2:19,E206,Defect Component,Replace component,21/09/2024 10:40,1
JUNIPER,Juniper-Configurable System MA-FVN,750-063184,EBBE8242,FPCTEST,Board not online (No test log),U10000,07/06/2024 3:47,07/06/2024 3:59,E206,Defect Component,Replace component,06/09/2024 21:41,1
JUNIPER,Juniper-Configurable System MA-FVN,750-054563,EBBE8470,FPCTEST,Board not online (No test log),Y20001,31/08/2024 22:25,31/08/2024 22:39,E206,Defect Component,Replace component,01/09/2024 5:13,3
JUNIPER,Juniper-Configurable System MA-FVN,760-059205,EBBF3148,SAT,Board not online (No test log),CRATF,25/08/2024 1:59,25/08/2024 2:06,E206,Defect Component,ActionCode SN FJZ,05/09/2024 22:15,1
JUNIPER,Juniper-Configurable System MA-FVN,750-086583,EBBF3280,SLT,Board not online (No test log),U178,08/06/2024 15:40,08/06/2024 16:03,E206,Defect Component,Replace component,20/09/2024 22:23,1
JUNIPER,Juniper-Configurable System MA-FVN,750-045715,EBBF7000,FPCTEST,Board not online (No test log),U3005,17/06/2024 20:40,17/06/2024 20:57,E206,Defect Component,Replace component,18/09/2024 14:13,1
JUNIPER,Juniper-Configurable System MA-FVN,750-073160,EBBF7583,RE_FCT,Board not online (No test log),U2819,07/09/2024 7:03,09/09/2024 7:44,E206,Defect Component,Replace component,10/09/2024 14:07,2
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBF9448,FPCTEST,Board not online (No test log),U13044,11/09/2024 17:41,14/09/2024 4:07,E305,Solder Bridge,Resolder,14/09/2024 4:22,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBF9455,RIT,Board not online (No test log),U13620,07/08/2024 2:23,07/08/2024 7:36,E206,Defect Component,Replace component,19/09/2024 4:02,3
JUNIPER,Juniper-Configurable System MA-FVN,750-063181,EBBG2445,FPCTEST,Board not online (No test log),U9,22/07/2024 23:25,24/07/2024 3:57,E304,Open Solder,Resolder,13/09/2024 22:19,1
JUNIPER,Juniper-Configurable System MA-FVN,750-166104,EBBG6107,BFT1,Board not online (No test log),U2000,28/07/2024 7:56,11/09/2024 13:29,E304,Open Solder,Resolder,11/09/2024 13:30,1
JUNIPER,Juniper-Configurable System MA-FVN,750-065925,EBBG8588,FPCTEST,Board not online (No test log),U41,09/08/2024 15:49,16/09/2024 5:12,E206,Defect Component,Replace component,16/09/2024 5:13,1
JUNIPER,Juniper-Configurable System MA-FVN,750-073160,EBBG9670,RE_FCT,Board not online (No test log),CPU,07/09/2024 4:19,07/09/2024 10:54,E128,Contact Abnormal,Reassemble,07/09/2024 10:56,1
JUNIPER,Juniper-Configurable System MA-FVN,750-055992,EBBH0717,PICTEST,Board not online (No test log),U1000,09/08/2024 5:05,09/08/2024 6:33,E206,Defect Component,Replace component,12/09/2024 20:35,2
JUNIPER,Juniper-Configurable System MA-FVN,750-069467,EBBH1716,BFT1,Board not online (No test log),U25201,14/08/2024 15:57,07/09/2024 15:09,E304,Open Solder,Resolder,07/09/2024 15:10,2
JUNIPER,Juniper-Configurable System MA-FVN,750-065925,EBBH7857,FPCTEST,Board not online (No test log),PMB,05/09/2024 13:59,06/09/2024 10:41,E128,Contact Abnormal,Reassemble,06/09/2024 10:42,1
JUNIPER,Juniper-Configurable System MA-FVN,750-065925,EBBH7871,RIT,Board not online (No test log),PMB,01/09/2024 7:47,05/09/2024 8:22,E128,Contact Abnormal,Reassemble,05/09/2024 8:23,1
JUNIPER,Juniper-Configurable System MA-FVN,750-078633,EBBH7916,BFT1,Board not online (No test log),R41502,08/09/2024 16:58,09/09/2024 4:09,E205,Damaged Component,ActionCode SN FJZ,09/09/2024 4:11,1
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBH8705,FPCTEST,Board not online (No test log),J13,06/09/2024 20:59,13/09/2024 4:34,E304,Open Solder,Resolder,13/09/2024 4:38,2
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBH8705,FPCTEST,Board not online (No test log),J900,31/08/2024 14:59,05/09/2024 3:51,E902,Assembly Gap,Reassemble,05/09/2024 3:53,2
JUNIPER,Juniper-Configurable System MA-FVN,750-136058,EBBH8715,FPCTEST,Board not online (No test log),U40047,05/09/2024 9:30,15/09/2024 10:14,E304,Open Solder,Resolder,15/09/2024 10:26,1
